# kt ab 0.4_0.5 0.5_0.6 0.6_0.7 0.7_0.8 0.8_0.9 0.9_1.0 1.0_1.1 1.1_1.2 1.2_1.3 1.3_1.5 1.5_1.8 1.8_2.2 2.2_2.8 2.8_3.5 3.5_4.5 4.5_6.2 6.2_7.0 7.0_10.0
0.327341  0.552632  14.9579 16.5622 23.2160 35.3959 22.5546 9.0323 7.1983 3.2141 1.5890 3.5592 1.3764 0.5877 0.0977 0.0118 0.0011 0.0000 0.0000 0.0000 
0.327341  0.631579  16.3736 18.4042 26.1416 40.0983 25.5366 10.1772 8.0872 3.5614 1.7601 3.9877 1.5219 0.6574 0.1086 0.0130 0.0012 0.0000 0.0000 0.0000 
0.327341  0.710526  17.7892 20.2462 29.0671 44.8007 28.5186 11.3221 8.9762 3.9086 1.9311 4.4162 1.6674 0.7271 0.1195 0.0143 0.0013 0.0000 0.0000 0.0000 
0.327341  0.789474  19.2049 22.0882 31.9927 49.5032 31.5007 12.4671 9.8651 4.2558 2.1022 4.8446 1.8129 0.7968 0.1304 0.0155 0.0015 0.0001 0.0000 0.0000 
0.327341  0.868421  20.6206 23.9302 34.9182 54.2056 34.4827 13.6120 10.7540 4.6031 2.2733 5.2731 1.9584 0.8665 0.1412 0.0168 0.0016 0.0001 0.0000 0.0000 
0.327341  0.947368  22.0362 25.7722 37.8437 58.9079 37.4648 14.7569 11.6429 4.9503 2.4444 5.7016 2.1040 0.9362 0.1521 0.0181 0.0017 0.0001 0.0000 0.0000 
0.327341  1.02632  23.4520 27.6143 40.7694 63.6106 40.4470 15.9019 12.5319 5.2976 2.6156 6.1300 2.2495 1.0060 0.1630 0.0193 0.0018 0.0001 0.0000 0.0000 
0.327341  1.10526  24.8675 29.4561 43.6947 68.3126 43.4288 17.0468 13.4207 5.6448 2.7866 6.5585 2.3950 1.0757 0.1739 0.0206 0.0019 0.0001 0.0000 0.0000 
0.327341  1.18421  26.2832 31.2982 46.6203 73.0152 46.4109 18.1918 14.3097 5.9920 2.9577 6.9870 2.5405 1.1454 0.1848 0.0218 0.0020 0.0001 0.0000 0.0000 
0.327341  1.26316  27.6989 33.1402 49.5460 77.7178 49.3931 19.3367 15.1986 6.3393 3.1288 7.4154 2.6860 1.2151 0.1956 0.0231 0.0022 0.0001 0.0000 0.0000 
0.327341  1.34211  29.1146 34.9823 52.4716 82.4203 52.3752 20.4817 16.0876 6.6865 3.2999 7.8439 2.8316 1.2848 0.2065 0.0244 0.0023 0.0001 0.0000 0.0000 
0.327341  1.42105  30.5302 36.8241 55.3969 87.1223 55.3570 21.6265 16.9764 7.0337 3.4710 8.2723 2.9771 1.3545 0.2174 0.0256 0.0024 0.0001 0.0000 0.0000 
0.327341  1.5  31.9459 38.6662 58.3225 91.8249 58.3391 22.7715 17.8654 7.3810 3.6421 8.7008 3.1226 1.4242 0.2283 0.0269 0.0025 0.0001 0.0000 0.0000 
0.361239  0  5.4626 4.1069 3.1746 2.9979 2.0616 1.2815 1.2460 1.0171 0.5422 0.7939 0.5443 0.1665 0.0408 0.0067 0.0008 0.0000 0.0000 0.0000 
0.361239  0.0789474  6.7097 5.8027 6.0611 8.4946 5.6034 2.5638 2.3818 1.4534 0.7589 1.3476 0.7380 0.2683 0.0586 0.0091 0.0011 0.0000 0.0000 0.0000 
